Operação Comercial (Realizado),Leilão,Comercialização,CEG,Tipo de Geração,Origem de Combustível,UF,Usina,UG,Potência Liberada (MW)
2014-10-31 00:00:00,10/2013,ACR,UTE.FL.BA.030979-6.01,UTE,Biomassa,BA,ERB Candeias,1,16.79
2014-11-04 00:00:00,03/2010,ACR,UHE.PH.AP.030385-2.01,UHE,Hídrica,AP,Ferreira Gomes,01,84
2014-11-06 00:00:00,02/2011,ACR,EOL.CV.RS.030756-4.01,EOL,Eólica,RS,Cerro Chato VI,11 e 12,4
2014-11-06 00:00:00,02/2011,ACR,EOL.CV.RS.030756-4.01,EOL,Eólica,RS,Cerro Chato VI,4,2
2014-11-06 00:00:00,02/2011,ACR,EOL.CV.RS.030756-4.01,EOL,Eólica,RS,Cerro Chato VI,8,2
2014-11-06 00:00:00,02/2011,ACR,EOL.CV.RS.030756-4.01,EOL,Eólica,RS,Cerro Chato VI,9 e 10,4
2014-11-06 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,34,75
2014-11-07 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,1 a 4,6
2014-11-07 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,5 a 10,9
2014-11-11 00:00:00,02/2011,ACR,EOL.CV.CE.030911-7.01,EOL,Eólica,CE,São Jorge,1 a 12,24
2014-11-11 00:00:00,02/2011,ACR,EOL.CV.CE.030912-5.01,EOL,Eólica,CE,São Cristovão,1 a 13,26
2014-11-11 00:00:00,02/2011,ACR,EOL.CV.CE.030916-8.01,EOL,Eólica,CE,Santo Antônio de Pádua,"1 a 5, e 7",12
2014-11-13 00:00:00,Nenhum,Fora do ACR,UTE.AI.GO.031769-1.01,UTE,Biomassa,GO,Tropical Bioenergia II,1,32
2014-11-14 00:00:00,04/2010,ACR,UHE.PH.AP.026792-9.01,UHE,Hídrica,AP,Santo Antônio do Jari,02,123.33
2014-11-20 00:00:00,Nenhum,Fora do ACR,CGH.PH.RS.030407-7.02,CGH,Hídrica,RS,Morrinhos,01 a 02,2.25
2014-11-25 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,37,75
2014-11-26 00:00:00,10/2013,ACR,PCH.PH.MT.031042-5.01,PCH,Hídrica,MT,Nova Mutum,01 a 02,14
2014-11-29 00:00:00,Nenhum,Fora do ACR,PCH.PH.MT.028780-6.01,PCH,Hídrica,MT,Faxinal II,03,10
2014-11-29 00:00:00,Nenhum,Fora do ACR,PCH.PH.MT.028780-6.01,PCH,Hídrica,MT,Faxinal II,04,10
2014-12-03 00:00:00,05/2010,ACR,EOL.CV.RN.030503-0.01,EOL,Eólica,RN,Eurus I,1 a 20,30
2014-12-03 00:00:00,05/2010,ACR,EOL.CV.RN.030504-9.01,EOL,Eólica,RN,Eurus III,1 a 20,30
2014-12-03 00:00:00,07/2010,ACR,EOL.CV.RN.030671-1.01,EOL,Eólica,RN,Pedra Preta,1 a 9,20.7
2014-12-03 00:00:00,07/2010,ACR,EOL.CV.RN.030672-0.01,EOL,Eólica,RN,Costa Branca,1 a 9,20.7
2014-12-05 00:00:00,05/2010,ACR,EOL.CV.RN.030500-6.01,EOL,Eólica,RN,Campo dos Ventos II,1 a 15,30
2014-12-05 00:00:00,07/2010,ACR,EOL.CV.RN.030660-6.01,EOL,Eólica,RN,Juremas,1 a 7,16.1
2014-12-06 00:00:00,07/2010,ACR,EOL.CV.RN.030498-0.01,EOL,Eólica,RN,Asa Branca IV,1 a 20,32
2014-12-06 00:00:00,07/2010,ACR,EOL.CV.RN.030507-3.01,EOL,Eólica,RN,Asa Branca V,1 a 20,32
2014-12-06 00:00:00,07/2010,ACR,EOL.CV.RN.030508-1.01,EOL,Eólica,RN,Asa Branca VIII,1 a 20,32
2014-12-06 00:00:00,07/2010,ACR,EOL.CV.RN.030513-8.01,EOL,Eólica,RN,Asa Branca VII,1 a 20,32
2014-12-06 00:00:00,07/2010,ACR,EOL.CV.RN.030520-0.01,EOL,Eólica,RN,Asa Branca VI,1 a 20,32
2014-12-06 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,36,75
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,1,3
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,10,3
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,2,3
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,4,3
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,5,3
2014-12-09 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,7 e 8,6
2014-12-11 00:00:00,07/2010,ACR,EOL.CV.RN.030661-4.01,EOL,Eólica,RN,Macacos,1 a 9,20.7
2014-12-11 00:00:00,Nenhum,Fora do ACR,EOL.CV.RS.031302-5.01,EOL,Eólica,RS,Xangri-lá,1 a 9,27.9
2014-12-12 00:00:00,03/2009,ACR,EOL.CV.CE.030309-7.01,EOL,Eólica,CE,Faísa V,14,2.1
2014-12-16 00:00:00,03/2011,ACR,EOL.CV.RS.030734-3.01,EOL,Eólica,RS,Parque Eólico dos Índios 2,1 a 13,29.9
2014-12-16 00:00:00,07/2011,ACR,EOL.CV.RS.030894-3.01,EOL,Eólica,RS,Parque Eólico dos Índios 3,1 a 10,23
2014-12-16 00:00:00,Nenhum,Fora do ACR,PCH.PH.MG.028987-6.01,PCH,Hídrica,MG,Inhapim,01,2
2014-12-16 00:00:00,Nenhum,Fora do ACR,PCH.PH.MG.028987-6.01,PCH,Hídrica,MG,Inhapim,02,2
2014-12-16 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.031793-4.01,UTE,Biomassa,SP,Rio Vermelho 2,1,40
2014-12-17 00:00:00,03/2010,ACR,UHE.PH.AP.030385-2.01,UHE,Hídrica,AP,Ferreira Gomes,02,84
2014-12-18 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,35,75
2014-12-19 00:00:00,04/2010,ACR,UHE.PH.AP.026792-9.01,UHE,Hídrica,AP,Santo Antônio do Jari,04,3.4
2014-12-22 00:00:00,Nenhum,Fora do ACR,CGH.PH.MG.027066-0.02,CGH,Hídrica,MG,Funil,1 e 2,3.6
2014-12-23 00:00:00,Nenhum,Fora do ACR,CGH.PH.MG.027719-3.02,CGH,Hídrica,MG,Salto,1 e 2,4.24
2014-12-24 00:00:00,07/2010,ACR,EOL.CV.RN.030514-6.01,EOL,Eólica,RN,Ventos de São Miguel,1 a 15,30
2014-12-24 00:00:00,07/2010,ACR,EOL.CV.RN.030515-4.01,EOL,Eólica,RN,Renascença I,1 a 15,30
2014-12-24 00:00:00,07/2010,ACR,EOL.CV.RN.030516-2.01,EOL,Eólica,RN,Renascença II,1 a 15,30
2014-12-24 00:00:00,07/2010,ACR,EOL.CV.RN.030527-8.01,EOL,Eólica,RN,Renascença III,1 a 15,30
2014-12-24 00:00:00,07/2010,ACR,EOL.CV.RN.030551-0.01,EOL,Eólica,RN,Renascença IV,1 a 15,30
2014-12-24 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,3,3
2014-12-24 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,6,3
2014-12-24 00:00:00,07/2011,ACR,EOL.CV.RN.030897-8.01,EOL,Eólica,RN,Carcará II,9,3
2014-12-30 00:00:00,03/2010,ACR,PCH.PH.SP.029721-6.01,PCH,Hídrica,SP,Pirapora,1,12.512
2014-12-31 00:00:00,03/2010,ACR,PCH.PH.SP.029721-6.01,PCH,Hídrica,SP,Pirapora,2,12.512
2014-12-31 00:00:00,04/2010,ACR,UHE.PH.AP.026792-9.01,UHE,Hídrica,AP,Santo Antônio do Jari,03,123.33
2015-01-01 00:00:00,05/2010,ACR,EOL.CV.RN.030497-2.01,EOL,Eólica,RN,Renascença V,1 a 15,30
2015-01-01 00:00:00,05/2010,ACR,EOL.CV.RN.030499-9.01,EOL,Eólica,RN,Eurus II,1 a 15,30
2015-01-06 00:00:00,02/2011,ACR,EOL.CV.CE.030916-8.01,EOL,Eólica,CE,Santo Antônio de Pádua,6,2
2015-01-08 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,09,75
2015-01-09 00:00:00,03/2010,ACR,PCH.PH.RO.029435-7.01,PCH,Hídrica,RO,Jamari,01,6.666
2015-01-09 00:00:00,03/2010,ACR,PCH.PH.RO.029435-7.01,PCH,Hídrica,RO,Jamari,02,6.667
2015-01-09 00:00:00,02/2011,ACR,UTE.GN.RJ.030769-6.01,UTE,Fóssil,RJ,Baixada Fluminense,3,186
2015-01-15 00:00:00,07/2010,ACR,EOL.CV.RS.030468-9.01,EOL,Eólica,RS,REB Cassino III,1 a 11,22
2015-01-15 00:00:00,07/2010,ACR,EOL.CV.RS.030469-7.01,EOL,Eólica,RS,REB Cassino I,1 a 11,22
2015-01-15 00:00:00,07/2010,ACR,EOL.CV.RS.030477-8.01,EOL,Eólica,RS,REB Cassino II,1 a 10,20
2015-01-23 00:00:00,03/2011,ACR,EOL.CV.RS.030819-6.01,EOL,Eólica,RS,Corredor do Senandes III,1 a 10,27
2015-01-29 00:00:00,Nenhum,Fora do ACR,PCH.PH.MG.028987-6.01,PCH,Hídrica,MG,Inhapim,03,2
2015-02-03 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,10,75
2015-02-04 00:00:00,02/2011,ACR,EOL.CV.PE.030789-0.01,EOL,Eólica,PE,Tacaicó,1 a 8,18.8
2015-02-04 00:00:00,02/2011,ACR,EOL.CV.PE.030805-6.01,EOL,Eólica,PE,Pau Ferro,1 a 13,30.5
2015-02-04 00:00:00,02/2011,ACR,EOL.CV.PE.030806-4.01,EOL,Eólica,PE,Pedra do Gerônimo,1 a 13,30.5
2015-02-04 00:00:00,03/2011,ACR,EOL.CV.RS.030842-0.01,EOL,Eólica,RS,Corredor do Senandes II,1 a 4 e 6 a 8,18.9
2015-02-06 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,14,75
2015-02-07 00:00:00,Nenhum,Fora do ACR,UTE.CM.RJ.029507-8.01,UTE,Fóssil,RJ,TRT,1,21
2015-02-13 00:00:00,Nenhum,Fora do ACR,UTE.AI.MT.029649-0.01,UTE,Biomassa,MT,Unidade de Geração de Energia Elétrica - Agrenco - Mato Grosso,1,34
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030740-8.01,EOL,Eólica,RS,Verace VI,1 a 9,18
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030741-6.01,EOL,Eólica,RS,Verace IV,1 a 15,30
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030742-4.01,EOL,Eólica,RS,Verace II,1 a 10,20
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030745-9.01,EOL,Eólica,RS,Verace I,1 a 10,20
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030746-7.01,EOL,Eólica,RS,Verace III,1 a 13,26
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030747-5.01,EOL,Eólica,RS,Verace VII,1 a 15,30
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030748-3.01,EOL,Eólica,RS,Verace IX,1 a 15,30
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030749-1.01,EOL,Eólica,RS,Verace X,1 a 14,28
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030755-6.01,EOL,Eólica,RS,Verace VIII,1 a 13,26
2015-02-24 00:00:00,02/2011,ACR,EOL.CV.RS.030829-3.01,EOL,Eólica,RS,Verace V,1 a 15,30
2015-02-25 00:00:00,07/2010,ACR,EOL.CV.RN.030502-2.01,EOL,Eólica,RN,Farol,1 a 3,6
2015-02-25 00:00:00,07/2010,ACR,EOL.CV.RN.030502-2.01,EOL,Eólica,RN,Farol,4 a 10,14
2015-02-25 00:00:00,07/2010,ACR,EOL.CV.RN.030512-0.01,EOL,Eólica,RN,Dreen Boa Vista,1 a 7,14
2015-02-25 00:00:00,07/2010,ACR,EOL.CV.RN.030536-7.01,EOL,Eólica,RN,Dreen São Bento do Norte,1 a 15,30
2015-02-25 00:00:00,07/2010,ACR,EOL.CV.RN.030549-9.01,EOL,Eólica,RN,Dreen Olho D Água,1 a 20,30
2015-03-04 00:00:00,02/2011,ACR,EOL.CV.BA.030768-8.01,EOL,Eólica,BA,Maron,1 a 18,30.24
2015-03-04 00:00:00,02/2011,ACR,EOL.CV.BA.030776-9.01,EOL,Eólica,BA,Pilões,1 a 18,30.24
2015-03-04 00:00:00,02/2011,ACR,EOL.CV.BA.030778-5.01,EOL,Eólica,BA,Dourados,1 a 17,28.56
2015-03-04 00:00:00,02/2011,ACR,EOL.CV.BA.030779-3.01,EOL,Eólica,BA,Ametista,1 a 17,28.56
2015-03-04 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,12,75
2015-03-04 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,13,75
2015-03-04 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,28,75
2015-03-10 00:00:00,03/2010,ACR,PCH.PH.RO.029436-5.01,PCH,Hídrica,RO,Canaã,01,5.666
2015-03-10 00:00:00,03/2010,ACR,PCH.PH.RO.029436-5.01,PCH,Hídrica,RO,Canaã,02,5.667
2015-03-10 00:00:00,03/2010,ACR,PCH.PH.RO.029436-5.01,PCH,Hídrica,RO,Canaã,03,5.667
2015-03-14 00:00:00,Nenhum,Fora do ACR,UTE.GN.RS.028038-0.01,UTE,Fóssil,RS,Canoas (Antiga Sepé Tiaraju),1,88
2015-03-16 00:00:00,03/2016,ACR,CGH.PH.MG.029644-9.01,CGH,Hídrica,MG,João Franco,1,0.33
2015-03-24 00:00:00,03/2011,ACR,EOL.CV.RN.030832-3.01,EOL,Eólica,RN,Carcará I,1 a 2,6
2015-03-24 00:00:00,03/2011,ACR,EOL.CV.RN.030832-3.01,EOL,Eólica,RN,Carcará I,3 a 6,12
2015-03-24 00:00:00,03/2011,ACR,EOL.CV.RN.030832-3.01,EOL,Eólica,RN,Carcará I,7 e 8,6
2015-03-24 00:00:00,03/2011,ACR,EOL.CV.RN.030832-3.01,EOL,Eólica,RN,Carcará I,9 e 10,6
2015-03-24 00:00:00,07/2011,ACR,EOL.CV.RN.030898-6.01,EOL,Eólica,RN,Terral,1 e 2,6
2015-03-24 00:00:00,07/2011,ACR,EOL.CV.RN.030898-6.01,EOL,Eólica,RN,Terral,10,3
2015-03-24 00:00:00,07/2011,ACR,EOL.CV.RN.030898-6.01,EOL,Eólica,RN,Terral,3 e 4,6
2015-03-24 00:00:00,07/2011,ACR,EOL.CV.RN.030898-6.01,EOL,Eólica,RN,Terral,5 a 7,9
2015-03-24 00:00:00,07/2011,ACR,EOL.CV.RN.030898-6.01,EOL,Eólica,RN,Terral,8 e 9,6
2015-04-03 00:00:00,Nenhum,Fora do ACR,CGH.PH.SC.029172-2.02,CGH,Hídrica,SC,Hacker Energia,01 a 02,1.8
2015-04-08 00:00:00,Nenhum,Fora do ACR,UTE.AI.PE.028692-3.01,UTE,Biomassa,PE,Central Olho D Água,1-3,25
2015-04-10 00:00:00,Nenhum,Fora do ACR,CGH.PH.RS.030879-0.01,CGH,Hídrica,RS,Bela União(trincheira),01 a 02,2.25
2015-04-10 00:00:00,Nenhum,Fora do ACR,UTE.AI.GO.029153-6.01,UTE,Biomassa,GO,Cooper-Rubi,1,10
2015-04-11 00:00:00,03/2011,ACR,EOL.CV.RS.030840-4.01,EOL,Eólica,RS,Corredor do Senandes IV,1 a 11,29.7
2015-04-16 00:00:00,07/2011,ACR,EOL.CV.RN.030889-7.01,EOL,Eólica,RN,Morro dos Ventos II,1 a 18,29.16
2015-04-16 00:00:00,03/2010,ACR,PCH.PH.RO.029435-7.01,PCH,Hídrica,RO,Jamari,03,6.667
2015-04-18 00:00:00,Nenhum,Fora do ACR,UTE.PE.PE.030393-3.01,UTE,Fóssil,PE,Petroquimicasuape,1,12.72
2015-04-23 00:00:00,03/2011,ACR,EOL.CV.RN.030864-1.01,EOL,Eólica,RN,SM,1 a 11,29.7
2015-04-25 00:00:00,Nenhum,Fora do ACR,CGH.PH.MT.029154-4.02,CGH,Hídrica,MT,Mestre,01,1
2015-04-25 00:00:00,Nenhum,Fora do ACR,CGH.PH.MT.029154-4.02,CGH,Hídrica,MT,Mestre,02,1
2015-04-25 00:00:00,07/2010,ACR,EOL.CV.RS.030460-3.01,EOL,Eólica,RS,Pontal 2 B,1 a 7,11.2
2015-04-28 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,15,75
2015-04-30 00:00:00,03/2011,ACR,EOL.CV.RS.030833-1.01,EOL,Eólica,RS,Vento Aragano I,1 a 6,16.2
2015-04-30 00:00:00,03/2011,ACR,EOL.CV.RS.030833-1.01,EOL,Eólica,RS,Vento Aragano I,7 a 11,13.5
2015-04-30 00:00:00,03/2010,ACR,UHE.PH.AP.030385-2.01,UHE,Hídrica,AP,Ferreira Gomes,03,84
2015-04-30 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.031112-0.01,UTE,Biomassa,SP,Colombo Ariranha 2,5,40
2015-05-06 00:00:00,03/2011,ACR,EOL.CV.RN.030834-0.01,EOL,Eólica,RN,Santa Helena,1 a 11,29.7
2015-05-08 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,27,75
2015-05-12 00:00:00,10/2013,ACR,PCH.PH.GO.029648-1.01,PCH,Hídrica,GO,Tamboril,01,7.332
2015-05-12 00:00:00,10/2013,ACR,PCH.PH.GO.029648-1.01,PCH,Hídrica,GO,Tamboril,03,7.332
2015-05-15 00:00:00,10/2013,ACR,UTE.AI.MS.029994-4.01,UTE,Biomassa,MS,Vista Alegre I (Antiga Energética Vista Alegre),2,30
2015-05-19 00:00:00,10/2013,ACR,UTE.AI.MS.031702-0.01,UTE,Biomassa,MS,Vista Alegre II,1,30
2015-05-21 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,26,75
2015-05-22 00:00:00,03/2011,ACR,EOL.CV.RN.030828-5.01,EOL,Eólica,RN,Ventos de Santo Uriel,1 a 6,16.2
2015-05-23 00:00:00,02/2011,ACR,EOL.CV.RS.030760-2.01,EOL,Eólica,RS,Chuí V,1 a 15,30
2015-05-23 00:00:00,06/2014,ACR,UTE.AI.SP.028058-5.01,UTE,Biomassa,SP,Ferrari,5,15
2015-05-29 00:00:00,02/2011,ACR,EOL.CV.RS.030791-2.01,EOL,Eólica,RS,Minuano II,1 a 12,24
2015-05-29 00:00:00,02/2011,ACR,EOL.CV.RS.030844-7.01,EOL,Eólica,RS,Minuano I,1 a 11,22
2015-05-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.030871-4.01,EOL,Eólica,RN,Riachão II,1 a 10,27
2015-05-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.030872-2.01,EOL,Eólica,RN,Riachão VI,1 a 11,29.7
2015-05-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.030873-0.01,EOL,Eólica,RN,Riachão VII,1 a 11,29.7
2015-05-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.030874-9.01,EOL,Eólica,RN,Riachão IV,1 a 11,29.7
2015-05-30 00:00:00,10/2013,ACR,PCH.PH.GO.029648-1.01,PCH,Hídrica,GO,Tamboril,02,7.332
2015-06-04 00:00:00,Nenhum,Fora do ACR,UTE.AI.PR.031968-6.01,UTE,Biomassa,PR,USI BIO,1,35
2015-06-09 00:00:00,02/2011,ACR,EOL.CV.RS.030754-8.01,EOL,Eólica,RS,Chuí IV,1 a 11,22
2015-06-11 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,24,75
2015-06-13 00:00:00,Nenhum,Fora do ACR,UTE.PE.RR.031983-0.01,UTE,Fóssil,RR,Distrito II,1-13,21.32
2015-06-16 00:00:00,02/2011,ACR,EOL.CV.RS.030767-0.01,EOL,Eólica,RS,Chuí I,"1 a 8, 11",18
2015-06-16 00:00:00,02/2011,ACR,EOL.CV.RS.030790-4.01,EOL,Eólica,RS,Chuí II,"1 a 6, 9, 10",16
2015-06-16 00:00:00,Nenhum,Fora do ACR,UTE.FL.RS.030666-5.01,UTE,Biomassa,RS,CMPC (Antiga Aracruz Unidade Guaíba),5,100.547
2015-06-17 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,25,75
2015-06-18 00:00:00,02/2011,ACR,EOL.CV.RS.030767-0.01,EOL,Eólica,RS,Chuí I,10 e 12,4
2015-06-18 00:00:00,02/2011,ACR,EOL.CV.RS.030790-4.01,EOL,Eólica,RS,Chuí II,8 e 11,4
2015-06-20 00:00:00,02/2011,ACR,EOL.CV.RS.030767-0.01,EOL,Eólica,RS,Chuí I,9,2
2015-06-20 00:00:00,02/2011,ACR,EOL.CV.RS.030790-4.01,EOL,Eólica,RS,Chuí II,7,2
2015-06-24 00:00:00,Nenhum,Fora do ACR,UTE.RU.RS.030541-3.01,UTE,Biomassa,RS,Biotérmica Recreio,1-9,12.744
2015-06-25 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,23,75
2015-06-25 00:00:00,Nenhum,Fora do ACR,UTE.AI.MG.031268-1.01,UTE,Biomassa,MG,Santa Vitória,1,41.4
2015-06-27 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,11 e 12,3
2015-06-27 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,13 e 14,3
2015-06-27 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,15 a 16,3
2015-06-27 00:00:00,03/2009,ACR,EOL.CV.CE.030282-1.01,EOL,Eólica,CE,Coqueiros,17 e 18,3
2015-06-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.030870-6.01,EOL,Eólica,RN,Riachão I,1 a 11,29.7
2015-06-27 00:00:00,Nenhum,Fora do ACR,UTE.PE.SP.031872-8.01,UTE,Fóssil,SP,Itaú Centro Empresarial Torre E6,1 a 4,10
2015-07-01 00:00:00,03/2011,ACR,EOL.CV.RS.030842-0.01,EOL,Eólica,RS,Corredor do Senandes II,5,2.7
2015-07-08 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.027886-6.01,UTE,Biomassa,SP,Moema,5,30
2015-07-08 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.027886-6.01,UTE,Biomassa,SP,Moema,6,35
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031388-2.01,EOL,Eólica,PI,Ventos de Santa Joana XI,1 a 16,29.6
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031392-0.01,EOL,Eólica,PI,Ventos de Santa Joana XVI,1 a17,28.9
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031393-9.01,EOL,Eólica,PI,Ventos de Santa Joana X,1 a 16,29.6
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031394-7.01,EOL,Eólica,PI,Ventos de Santa Joana XIII,1 a 16,29.6
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031414-5.01,EOL,Eólica,PI,Ventos de Santa Joana XII,1 a 17,28.9
2015-07-09 00:00:00,05/2013,ACR,EOL.CV.PI.031416-1.01,EOL,Eólica,PI,Ventos de Santa Joana XV,1 a 17,28.9
2015-07-09 00:00:00,Nenhum,Fora do ACR,UTE.PE.PA.031616-4.02,UTE,Fóssil,PA,Santarém,10 a 15,7.79
2015-07-18 00:00:00,Nenhum,Fora do ACR,PCH.PH.PR.030836-6.01,PCH,Hídrica,PR,Moinho,01,1.85
2015-07-18 00:00:00,Nenhum,Fora do ACR,PCH.PH.PR.030836-6.01,PCH,Hídrica,PR,Moinho,02,1.85
2015-07-21 00:00:00,Nenhum,Fora do ACR,UTE.PE.RR.031984-8.01,UTE,Fóssil,RR,Novo Paraíso,1 a 8,13.12
2015-07-22 00:00:00,10/2013,ACR,PCH.PH.GO.029648-1.01,PCH,Hídrica,GO,Tamboril,04,7.332
2015-07-22 00:00:00,06/2013,ACR,UTE.AI.SP.031445-5.01,UTE,Biomassa,SP,Guarani Tanabi 2,1,34
2015-07-23 00:00:00,Nenhum,Fora do ACR,CGH.PH.SC.030387-9.02,CGH,Hídrica,SC,Helena Kuhlemann,01 a 02,2.05
2015-07-25 00:00:00,Nenhum,Fora do ACR,UTE.AI.MS.030115-9.01,UTE,Biomassa,MS,Amandina,2,40
2015-07-25 00:00:00,Nenhum,Fora do ACR,UTE.AI.MS.030115-9.01,UTE,Biomassa,MS,Amandina,3,40
2015-07-29 00:00:00,Nenhum,Fora do ACR,UTE.PE.RR.031982-1.01,UTE,Fóssil,RR,Monte Cristo,1 a 35,126
2015-07-31 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,22,75
2015-07-31 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.035773-1.01,UTE,Biomassa,SP,Da Mata 2,1,30
2015-08-05 00:00:00,07/2010,ACR,EOL.CV.RN.030505-7.01,EOL,Eólica,RN,Asa Branca I,1 a 10,27
2015-08-08 00:00:00,06/2013,ACR,UTE.AI.MS.029193-5.01,UTE,Biomassa,MS,Eldorado,5,58
2015-08-12 00:00:00,Nenhum,Fora do ACR,PCH.PH.RO.000775-7.01,PCH,Hídrica,RO,Chupinguaia,02,0.62
2015-08-12 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.026832-1.01,UTE,Biomassa,SP,São João,5,28.75
2015-08-20 00:00:00,07/2010,ACR,EOL.CV.RN.030509-0.01,EOL,Eólica,RN,Eurus IV,1 a 10,27
2015-08-27 00:00:00,05/2013,ACR,EOL.CV.PI.031417-0.01,EOL,Eólica,PI,Ventos de Santa Joana IX,1 a 16,29.6
2015-08-27 00:00:00,02/2011,ACR,EOL.CV.RS.030750-5.01,EOL,Eólica,RS,Ibirapuitã I,1 a 12,25.2
2015-08-27 00:00:00,Nenhum,Fora do ACR,UTE.FL.PA.032116-8.01,UTE,Biomassa,PA,Floraplac,1,20
2015-08-28 00:00:00,06/2013,ACR,UTE.AI.MS.029193-5.01,UTE,Biomassa,MS,Eldorado,6,58
2015-09-04 00:00:00,07/2010,ACR,EOL.CV.RN.030548-0.01,EOL,Eólica,RN,Asa Branca III,1 a 10,27
2015-09-04 00:00:00,04/2015,ACR,PCH.PH.SC.030263-5.01,PCH,Hídrica,SC,Xavantina,01 a 02,6.075
2015-09-04 00:00:00,05/2008,ACR,UHE.PH.RO.029736-4.01,UHE,Hídrica,RO,Jirau,21,75
2015-09-09 00:00:00,05/2013,ACR,EOL.CV.BA.031342-4.01,EOL,Eólica,BA,Caetité B,1 a 13,22.1
